_id,Center,test_date,physics,chemistry,resultstatus,pp_totalmarks,Full_name,maths_new,new_total,name,Phone,Password
856,Brooklyn,2024-06-30,,,Present,75,Mitchel Obey,61,61,Brady,6673004046,Bra4046
857,Brooklyn,2024-06-30,,,Absent,80,Carlee Colella,0,0,Alison,8353390681,Ali0681
858,Brooklyn,2024-07-07,,,Absent,720,Billye Kirsch,0,0,Sergio,3301108694,Ser8694
859,Brooklyn,2024-06-23,,,Absent,75,Yaeko Liz,0,0,Irina,2234259820,Iri9820
860,Brooklyn,2024-06-16,,,Absent,300,Helene Boatman,0,0,Edward,1033462960,Edw2960
861,Brooklyn,2024-06-16,0,0,Present,300,Rachele Buzzard,15,15,Jason,444645599,Jas5599
862,Manhattan,2024-06-23,,,Absent,720,Delinda Matta,0,0,Jessica,8003114738,Jes4738
863,Manhattan,2024-06-30,,,Present,75,Hyun Melody,55,55,L,5965823435,L3435
864,Brooklyn,2024-07-07,,,Absent,720,Rey Letsinger,0,0,Tom,8907610852,Tom0852
865,Brooklyn,2024-06-30,,,Absent,75,Gabriella Coyle,0,0,Eliza,6841911976,Eli1976
866,Manhattan,2024-05-19,12,13,Present,300,Demetria Mund,32,57,Ron,3334924368,Ron4368
867,Brooklyn,2024-06-23,,,Absent,75,Angeles Matteo,0,0,Alice,8660690464,Ali0464
868,Manhattan,2024-05-19,27,16,Present,360,Venice Underhill,56,99,Dimitry,8037293860,Dim3860
869,Manhattan,2024-06-30,37,4,Present,300,Naoma Ames,31,72,Ibrahima,9445950330,Ibr0330
870,Manhattan,2024-06-02,152,127,Present,720,Mora Katzman,345,624,Antonio,8174269349,Ant9349
871,Manhattan,2024-07-07,21,31,Present,300,Grisel Berger,66,118,Carolyn,1752414114,Car4114
872,Brooklyn,2024-06-30,,,Absent,300,Catheryn Buser,0,0,Kristina,6889428927,Kri8927
873,Brooklyn,2024-06-23,98,37,Present,720,Stephania Fail,300,435,Tina,6440223033,Tin3033
874,Brooklyn,2024-07-07,56,36,Present,300,Marsha Canton,37,129,Oona,291325093,Oon5093
875,Manhattan,2024-06-02,,,Absent,720,Euna Risk,0,0,Ben,3329271390,Ben1390
876,Brooklyn,2024-06-02,32,85,Present,720,Leopoldo Osby,224,341,Magdalena,4382467337,Mag7337
877,Staten Island,2024-06-30,36,11,Present,300,Stormy Browder,30,77,Jonathan,1248553731,Jon3731
878,Manhattan,2024-06-02,,,Absent,720,Karrie Morrisey,0,0,Kimberly,637390183,Kim0183
879,Manhattan,2024-06-16,49,47,Present,300,Tammera Uzzle,24,120,Kimberly,954364094,Kim4094
880,Brooklyn,2024-07-07,121,121,Present,720,Mavis Macrae,277,519,Mary,8990671702,Mar1702
881,Manhattan,2024-07-07,51,14,Present,300,Ellyn Labrie,17,82,Brian,8155692170,Bri2170
882,Brooklyn,2024-06-23,33,67,Present,720,Heike Roehrig,290,390,Karen,9368277544,Kar7544
883,Manhattan,2024-06-30,,,Absent,300,Milissa Tiffany,0,0,Junior,4506086492,Jun6492
884,Queens,2024-06-30,,,Absent,300,Mona Clow,0,0,Richard,2846787313,Ric7313
885,Brooklyn,2024-07-07,,,Absent,720,Aurelio Angles,0,0,P,6042848744,P8744
886,Manhattan,2024-06-09,7,6,Present,75,Dominque Bogner,26,39,Ariel,8742176354,Ari6354
887,Manhattan,2024-06-16,45,2,Present,300,Lorriane Lovitt,41,88,Chris,7457120675,Chr0675
888,Brooklyn,2024-06-30,58,40,Present,300,Fransisca Bouie,55,153,Andrew & Markus,6412901311,And1311
889,Manhattan,2024-06-23,,,Absent,75,Joy Girard,0,0,Sean And Kiana,2728758355,Sea8355
890,Brooklyn,2024-07-07,24,10,Present,300,Tamisha Steinert,12,46,Jane,1445690347,Jan0347
891,Manhattan,2024-06-30,,,Absent,300,Katrina Boyce,0,0,Michael,7542673430,Mic3430
892,Brooklyn,2024-06-30,9,0,Present,300,Concetta Everts,-1,8,Ana,534015538,Ana5538
893,Brooklyn,2024-05-19,,,Absent,300,Lashaun Havlik,0,0,Jason,8876275169,Jas5169
894,Brooklyn,2024-06-02,29,30,Present,720,Loida Lessman,113,172,Maria Luiza,3465846020,Mar6020
895,Brooklyn,2024-07-07,3,17,Present,300,Conception Pritt,19,39,Nora,375642587,Nor2587
896,Manhattan,2024-06-02,,,Absent,720,Glenna Hoffman,0,0,Katy,7070153895,Kat3895
897,Brooklyn,2024-06-02,,,Absent,720,Matha Pasco,0,0,Lillian,318662746,Lil2746
898,Brooklyn,2024-07-07,34,27,Present,300,Lacy Lampman,-3,58,Fabiana,5382430924,Fab0924
899,Manhattan,2024-06-23,,,Absent,75,Rheba Lueras,0,0,Erin,423770511,Eri0511
900,Manhattan,2024-07-07,,,Absent,300,Brenda Thakkar,0,0,Candice,4422292132,Can2132
901,Brooklyn,2024-07-07,,,Absent,300,Wilda Spagnolo,0,0,James,4799622673,Jam2673
902,Brooklyn,2024-07-07,0,13,Present,300,Eileen Lightford,15,28,Todd,4336565578,Tod5578
903,Manhattan,2024-07-07,53,42,Present,720,Jeanne Farias,114,209,Amanda,9303380656,Ama0656
904,Manhattan,2024-06-23,66,122,Present,720,Janella Dangelo,317,505,Ted And Diane,4318291135,Ted1135
905,Brooklyn,2024-07-07,162,119,Present,720,Angelina Dunneback,254,535,Jason,7305177534,Jas7534
906,Manhattan,2024-06-30,,,Absent,300,Nella Denker,0,0,S,1528686243,S6243
907,Brooklyn,2024-07-07,-3,18,Present,300,Bula Fenstermaker,9,24,Mathias,685297407,Mat7407
908,Manhattan,2024-07-21,,,Absent,75,Joshua Raminez,0,0,Sara,7207497224,Sar7224
909,Manhattan,2024-07-14,34,29,Present,144,Krysta Alsup,28,91,Nitzan,1822715579,Nit5579
910,Brooklyn,2024-07-28,,,Absent,720,Toya Skow,0,0,Erica,4022336478,Eri6478
911,Manhattan,2024-08-25,47,19,Present,300,Kimberli Harrington,53,119,Esther,9594984536,Est4536
913,Manhattan,2024-08-11,17,13,Present,720,Erica Duden,41,71,Robyn,8693756815,Rob6815
914,Manhattan,2024-08-11,19,6,Present,720,Honey Binder,59,84,Joseph,6358710589,Jos0589
915,Brooklyn,2024-08-25,3,7,Present,300,Hipolito Yamasaki,-2,8,Duane,2887363732,Dua3732
916,Brooklyn,2024-08-11,60,30,Present,720,Burma Deyoe,276,366,Marc,9150467743,Mar7743
917,Manhattan,2024-08-25,,,Absent,300,Wayne Earp,0,0,Todd,1290602511,Tod2511
918,Manhattan,2024-08-11,,,Absent,300,Guillermo Feltz,0,0,Paula,8458528347,Pau8347
919,Brooklyn,2024-08-11,,,Absent,720,Debby Reynosa,0,0,Jonathan,4127577395,Jon7395
920,Manhattan,2024-08-11,99,108,Present,720,Oleta Kwong,269,476,Pat,9129831304,Pat1304
921,Brooklyn,2024-08-25,,,Absent,300,Phoebe Nestle,0,0,Patrick,2747676063,Pat6063
922,Manhattan,2024-07-28,4,-8,Present,300,Lyda Mcmunn,-3,-7,Chryslaine,4118412774,Chr2774
923,Brooklyn,2024-08-04,7,3,Present,198,Saturnina Albin,4,14,Steve And Heather,3035978090,Ste8090
924,Brooklyn,2024-07-28,7,11,Present,75,Zoe Orndorff,27,45,Steve And Heather,4277539846,Ste9846
925,Brooklyn,2024-08-04,,,Absent,198,Robin Acheson,0,0,Steve And Heather,8046960007,Ste0007
926,Manhattan,2024-06-16,,,Absent,300,Rafaela Zamarripa,0,0,Jason,4802045122,Jas5122
927,Manhattan,2024-07-21,4,8,Present,720,Fransisca Rand,103,115,Mary,9421482465,Mar2465
928,Manhattan,2024-06-30,,,Present,75,Foster Villicana,68,68,J,9596982950,J2950
929,Manhattan,2024-07-28,,,Absent,720,Penney Lachowicz,0,0,Yj,5220659675,Yj9675
930,Manhattan,2024-07-28,,,Absent,720,Lovella Dao,0,0,Marie,565433190,Mar3190
931,Manhattan,2024-08-04,,,Absent,75,Harriet Woodrow,0,0,Gladys,1030667084,Gla7084
932,Manhattan,2024-07-07,73,25,Present,300,Harmony Ohair,59,157,Laura,1796095724,Lau5724
933,Manhattan,2024-07-21,60,62,Present,720,Ardelia Fritz,285,407,J,3264317930,J7930
934,Manhattan,2024-07-21,71,65,Present,720,Twyla Kennemer,245,381,Ben,6160867061,Ben7061
935,Manhattan,2024-07-07,18,26,Present,300,Noelia Gossard,62,106,R.,7291153573,R.3573
936,Manhattan,2024-07-07,,,Absent,300,Kasie Newbrough,0,0,Steven,8654829190,Ste9190
937,Brooklyn,2024-05-19,,,Absent,360,Cristine Brook,0,0,Tony,6284888185,Ton8185
938,Manhattan,2024-07-21,,,Absent,720,Jaclyn Dodson,0,0,Julie,7211674003,Jul4003
939,Manhattan,2024-08-24,92,140,Present,720,Peter Looney,345,577,Beth,8366873611,Bet3611
940,Manhattan,2024-08-24,63,103,Present,720,Rosanna Rayburn,286,452,Jason,8278394942,Jas4942
941,Brooklyn,2024-08-24,,,Absent,180,Vivien Escalera,0,0,Nom,2918295003,Nom5003
942,Brooklyn,2024-07-28,78,84,Present,720,Cindi Kenley,186,348,Kate,3618947038,Kat7038
943,Brooklyn,2024-08-25,55,17,Present,300,Norman Earles,21,93,Niki & Colin,7435869677,Nik9677
944,Brooklyn,2024-07-28,34,9,Present,300,Kandice Lopez,11,54,Sascha,8760249482,Sas9482
945,Manhattan,2024-08-24,,,Absent,180,Dawna Moss,0,0,Ron,2982445986,Ron5986
946,Brooklyn,2024-08-24,,,Absent,180,Ray Capp,0,0,Marvet,8809075290,Mar5290
947,Manhattan,2024-07-14,,,Absent,180,Keeley Harty,0,0,Shai,602851976,Sha1976
948,Manhattan,2024-07-14,,,Absent,180,Charlesetta Chae,0,0,Marc,7006970269,Mar0269
949,Manhattan,2024-08-25,,,Absent,300,Jacquelyne Hibbler,0,0,Jared,9432679631,Jar9631
951,Brooklyn,2024-08-25,71,31,Present,300,Ermelinda Mccluney,43,145,Molly,4424058746,Mol8746
952,Manhattan,2024-08-07,,,Absent,180,Lucia Postel,0,0,Ellie,9461128128,Ell8128
953,Brooklyn,2024-08-11,2,12,Present,720,Malinda Clubb,221,235,Kay,2054867401,Kay7401
954,Manhattan,2024-08-11,55,63,Present,720,Evelynn Hughley,238,356,Candice,8841549337,Can9337
955,Manhattan,2024-08-11,21,5,Present,720,Ricki Palazzo,120,146,Jennifer,372128434,Jen8434
956,Manhattan,2024-08-11,34,31,Present,720,Tara Boxx,149,214,Lilly,6736038949,Lil8949
957,Manhattan,2024-09-15,22,11,Present,300,Laverne Griffiths,27,60,Tracey,9973841546,Tra1546
958,Brooklyn,2024-08-04,,,Absent,75,Kermit Stairs,0,0,Rico,6945911543,Ric1543
959,Brooklyn,2024-07-07,11,7,Present,300,Toney Razor,20,38,Susan,5029980421,Sus0421
960,Brooklyn,2024-07-07,81,77,Present,300,Leatha Barfoot,64,222,Andre,8220514229,And4229
961,Brooklyn,2024-07-07,,,Absent,300,Gus Brawner,0,0,Veronika And John,1753563248,Ver3248
962,Brooklyn,2024-08-07,22,14,Present,180,Judith Coggin,19,55,Ginger,2238952619,Gin2619
963,Brooklyn,2024-08-07,,,Absent,180,Porter Bridge,0,0,Luke,9004964365,Luk4365
964,Manhattan,2024-08-11,12,53,Present,720,Wilma Towne,302,367,Alix,3930045575,Ali5575
965,Brooklyn,2024-07-14,,,Absent,360,Normand Kuehner,0,0,Max,1953359382,Max9382
966,Brooklyn,2024-07-28,8,24,Present,720,Lashell Bibbs,232,264,Christina,1118412383,Chr2383
967,Brooklyn,2024-06-23,127,60,Present,720,Collene Collado,295,482,Mark,4459988855,Mar8855
968,Staten Island,2024-06-23,3,9,Present,75,Janessa Conine,24,36,Rimma & Jim,3578777572,Rim7572
969,Manhattan,2024-07-07,12,11,Present,300,Brigette Bloomfield,10,33,Ido,7020537131,Ido7131
970,Manhattan,2024-06-16,30,36,Present,300,Jerome Hunley,72,138,Geny,9479850633,Gen0633
971,Brooklyn,2024-06-23,4,11,Present,75,Avril Krogh,30,45,Ellis,5912258496,Ell8496
972,Brooklyn,2024-07-07,53,64,Present,300,Kizzy Hinkle,48,165,Alexander,637093841,Ale3841
973,Manhattan,2024-07-07,74,64,Present,300,Kristeen Patrick,33,171,William,8691136328,Wil6328
974,Manhattan,2024-07-07,49,86,Present,300,Briana Feehan,25,160,William,8735012120,Wil2120
975,Manhattan,2024-06-30,,,Absent,300,Mica Biffle,0,0,Brace,7519375490,Bra5490
976,Brooklyn,2024-05-19,82,77,Present,720,Perla Myles,283,442,Sophia,1315200254,Sop0254
977,Bronx,2024-05-26,,,Absent,360,Lavern Bays,0,0,Orit,7471859680,Ori9680
978,Staten Island,2024-07-07,17,75,Present,720,Marietta Sun,182,274,Nen,6212386881,Nen6881
979,Manhattan,2024-07-07,,,Absent,300,Jeri Buttner,0,0,Cristina,1590805965,Cri5965
980,Manhattan,2024-07-07,25,29,Present,300,Hang Hutter,47,101,Jon,680627559,Jon7559
981,Manhattan,2024-06-30,63,20,Present,300,Kimber Couture,72,155,Yogi,5512761199,Yog1199
982,Manhattan,2024-06-16,66,56,Present,300,Patsy Veliz,53,175,Lilly,2187952450,Lil2450
983,Manhattan,2024-07-07,,,Absent,300,Creola Mcpeters,0,0,Michael & Aleksandra,1397346351,Mic6351
984,Manhattan,2024-06-30,,,Present,75,Bari Burkhardt,42,42,Liz,909753258,Liz3258
985,Queens,2024-07-07,8,16,Present,300,Drucilla Bhakta,27,51,Constance F.,6169674600,Con4600
986,Queens,2024-07-07,,,Absent,300,Chara Messana,0,0,Luana,7848219032,Lua9032
987,Brooklyn,2024-06-16,21,22,Present,300,Inocencia Pfannenstiel,24,67,Rebecka,4992042562,Reb2562
988,Brooklyn,2024-07-07,,,Absent,720,Divina Goodson,0,0,Kristian & Di,9683216886,Kri6886
989,Manhattan,2024-07-07,12,35,Present,720,Britt Leclerc,179,226,Kristina,3882939461,Kri9461
990,Manhattan,2024-07-07,14,7,Present,300,Meryl Mast,4,25,Alayna,106169666,Ala9666
991,Manhattan,2024-07-07,,,Absent,300,Otelia Trottier,0,0,Paola,8333661595,Pao1595
992,Brooklyn,2024-06-23,33,76,Present,720,Marnie Larue,227,336,Todd,1402140444,Tod0444
993,Queens,2024-06-23,147,131,Present,720,Rufus Heldt,326,604,Constance F.,9965444576,Con4576
994,Manhattan,2024-06-09,7,10,Present,75,Le Harbin,33,50,Javier,2111185976,Jav5976
995,Manhattan,2024-07-07,18,86,Present,720,Stan Clow,304,408,Daniel,7087969393,Dan9393
996,Manhattan,2024-06-02,,,Absent,720,Aundrea Hauff,0,0,Richelle,8611260943,Ric0943
997,Manhattan,2024-06-09,12,11,Present,75,Enola Hernandes,40,63,Wendy,2742929312,Wen9312
998,Manhattan,2024-06-30,,,Absent,75,Adriene Grabert,0,0,Darktalia,1152796388,Dar6388
999,Manhattan,2024-06-23,3,9,Present,75,Hillary Daugherty,23,35,Michael,3500319440,Mic9440
1000,Brooklyn,2024-07-07,35,16,Present,300,Desire Sae,37,88,William,1451725424,Wil5424
1001,Manhattan,2024-06-16,54,33,Present,300,Susie Neisler,47,134,David,622922121,Dav2121
1002,Brooklyn,2024-07-07,13,41,Present,720,Nancy Garrow,250,304,John,6053913844,Joh3844
1003,Brooklyn,2024-07-07,2,1,Present,300,Margit Swing,14,17,Esther,6933707898,Est7898
1004,Brooklyn,2024-07-07,40,31,Present,300,Carmine Cogdill,3,74,Loretta,1381991988,Lor1988
1005,Manhattan,2024-07-07,,,Absent,300,Shaunda Amburn,0,0,Maya,8838998457,May8457
1006,Manhattan,2024-07-07,,,Absent,720,Melva Police,0,0,Amanda,730613362,Ama3362
1007,Manhattan,2024-07-07,35,24,Present,300,Billie Pitre,9,68,K. Naomi,325107213,K. 7213
1008,Manhattan,2024-07-07,,,Absent,720,Shiloh Guilliams,0,0,Candice,9215579168,Can9168
1009,Manhattan,2024-06-30,,,Present,75,Selena Prideaux,58,58,Katya,8694494943,Kat4943
1010,Brooklyn,2024-07-07,,,Absent,300,Rutha Starnes,0,0,Jsun,2266917452,Jsu7452
1011,Brooklyn,2024-07-07,35,88,Present,300,Stephenie Fredenburg,26,149,Jeruschka,1785816410,Jer6410
1012,Queens,2024-06-02,,,Absent,720,Erline Lockett,0,0,Megan,7286141376,Meg1376
1013,Manhattan,2024-07-07,15,11,Present,720,Dong Raglin,61,87,M. C.,368240178,M. 0178
1014,Manhattan,2024-07-07,55,10,Present,300,Hubert Buice,26,91,Marie-Helene,7684122871,Mar2871
1015,Brooklyn,2024-07-07,7,67,Present,300,Sebastian Miyamoto,29,103,Erin,2615417213,Eri7213
1016,Brooklyn,2024-07-14,,,Absent,300,Ron Chitty,0,0,Majar,7255432765,Maj2765
1017,Manhattan,2024-07-07,65,51,Present,300,Lorie Mcgranahan,36,152,Marshall,4624718140,Mar8140
1018,Brooklyn,2024-06-23,,,Absent,720,Victor Crofoot,0,0,Andre,1494765699,And5699
1019,Brooklyn,2024-07-07,4,15,Present,720,Iris Costigan,270,289,Elizabeth,6481083966,Eli3966
1020,Manhattan,2024-07-07,,,Absent,720,Malorie Croff,0,0,K. Naomi,6850211889,K. 1889
1021,Brooklyn,2024-07-07,25,29,Present,300,Oscar Creamer,47,101,Olga,7321212977,Olg2977
1022,Manhattan,2024-07-07,3,15,Present,300,Veta Silva,13,31,Jennifer,8572522464,Jen2464
1023,Brooklyn,2024-07-07,,,Absent,300,Michaele Hanline,0,0,Jonathan,4273753414,Jon3414
1024,Brooklyn,2024-07-07,106,132,Present,720,Venita Clevenger,300,538,Verena,8870611554,Ver1554
1025,Brooklyn,2024-06-16,3,9,Present,300,Donnette Dahmer,5,17,Linda,9459774534,Lin4534
1026,Brooklyn,2024-07-07,27,15,Present,300,Lori Gayer,48,90,Kim,9316697694,Kim7694
1027,Brooklyn,2024-07-07,,,Absent,300,Genaro Tijerina,0,0,Omri,1958910533,Omr0533
1030,Brooklyn,2024-07-21,35,41,Present,720,Todd Brandenberger,181,257,Shell,2169728802,She8802
1031,Manhattan,2024-08-11,,,Absent,720,Arlene Ormsby,0,0,Martis,5915897985,Mar7985
1032,Brooklyn,2024-07-28,64,133,Present,720,Kimbra Twigg,316,513,Jasmine,5105863188,Jas3188
1033,Brooklyn,2024-07-07,3,10,Present,300,Evon Goolsby,30,43,Vero,9749158227,Ver8227
1034,Manhattan,2024-07-28,19,60,Present,720,Kent Leedy,204,283,Marshall,6747278133,Mar8133
1035,Brooklyn,2024-07-28,15,17.5,Present,100,Jacinda Lineman,38,70,Eada,703354902,Ead4902
1036,Manhattan,2024-07-07,49,38,Present,300,Fran Ponder,50,137,Maddine,2388311704,Mad1704
1037,Brooklyn,2024-07-14,,,Absent,720,Tanesha Mccaslin,0,0,Richard,3185391528,Ric1528
1038,Manhattan,2024-07-07,,,Absent,300,Misha Vautour,0,0,Lynda,4807762979,Lyn2979
1039,Manhattan,2024-07-14,55,17,Present,720,Cristi Ocampo,296,368,Jasen,2446984905,Jas4905
1040,Manhattan,2024-07-14,,,Absent,720,Thomas Handley,0,0,Jj,1055180478,Jj0478
1041,Manhattan,2024-06-02,,,Absent,720,Kiara Blanck,0,0,Akari,4372773672,Aka3672
1042,Manhattan,2024-07-14,5,22,Present,180,Fannie Kiley,10,37,Shelley,7251485926,She5926
1043,Brooklyn,2024-06-02,33,31,Present,720,Christel Byham,196,260,Supriya,7065233829,Sup3829
1044,Brooklyn,2024-06-02,,,Absent,720,Kitty Klann,0,0,Rafil,5137928511,Raf8511
1045,Brooklyn,2024-08-25,49,3,Present,300,Merri Burgett,2,54,Rachael,8925012634,Rac2634
1046,Manhattan,2024-07-28,9,13,Present,75,Shemeka Fiorentino,37,59,Elaine,6201859941,Ela9941
1047,Manhattan,2024-08-04,,,Absent,198,Domenic Press,0,0,Kishore,7728273282,Kis3282
1048,Manhattan,2024-08-04,7,22,Present,360,Eliana Aleshire,16,45,Kurt,9217407827,Kur7827
1049,Queens,2024-08-04,2,32,Present,360,Idell Capito,16,50,Grace,454085802,Gra5802
1050,Brooklyn,2024-07-14,69,92,Present,720,Magdalene Bradham,270,431,Miya,6556209596,Miy9596
1051,Brooklyn,2024-08-25,,,Absent,300,Anabel Elem,0,0,David,1734270004,Dav0004
1052,Brooklyn,2024-08-25,3,0,Present,300,Katharina Kimes,14,17,Terrance,5312411704,Ter1704
1053,Brooklyn,2024-08-25,,,Absent,300,Leandro Mastro,0,0,Joe,1747855239,Joe5239
1054,Manhattan,2024-08-11,,,Absent,720,Dagny Pawlik,0,0,Suzanne,1825424391,Suz4391
1055,Manhattan,2024-08-25,36,6,Present,300,Kathy Haydon,27,69,Robert,2140515208,Rob5208
1056,Manhattan,2024-08-25,,,Absent,180,Twanna Brungardt,0,0,Andrew,9965256238,And6238
1057,Manhattan,2024-08-11,,,Absent,720,Doloris Farrish,0,0,Alda,1351274666,Ald4666
1058,Brooklyn,2024-08-04,,,Absent,75,Gregory Carnell,0,0,Jennifer,2168689518,Jen9518
1059,Manhattan,2024-07-14,,,Absent,720,Belva Summerfield,0,0,Cp,1012466872,Cp6872
1060,Manhattan,2024-08-04,,,Absent,75,Katherine Bettcher,0,0,Laetitia,3522720219,Lae0219
1061,Manhattan,2024-08-07,,,Absent,180,Mila Costillo,0,0,Serge,4819345557,Ser5557
1062,Brooklyn,2024-08-07,,,Absent,180,Micki Link,0,0,Seth,6348746486,Set6486
1063,Manhattan,2024-08-07,,,Absent,180,Charise Balog,0,0,Ralph,1371355505,Ral5505
1064,Brooklyn,2024-08-11,23,11,Present,720,Ophelia Crinklaw,84,118,Marc,3004759387,Mar9387
1065,Brooklyn,2024-08-24,28,87,Present,720,Larraine Lybrand,322,437,Haley,2227558087,Hal8087
1066,Brooklyn,2024-08-11,,,Absent,720,Rigoberto Reagle,0,0,Andrij,241880363,And0363
1067,Queens,2024-08-24,1,87,Present,720,Fredricka Hornberger,215,303,Joris,9748234635,Jor4635
1068,Manhattan,2024-08-24,,,Absent,720,Chauncey Mccleery,0,0,Rachel,5397480099,Rac0099
1069,Manhattan,2024-08-24,90,85,Present,720,Cassandra Flewelling,220,395,Michelle,7244961321,Mic1321
1070,Brooklyn,2024-08-11,,,Absent,300,Edith Santistevan,0,0,James,9128327274,Jam7274
1071,Bronx,2024-08-11,,,Absent,300,Micheline Camp,0,0,Danielle,895670928,Dan0928
1072,Manhattan,2024-07-14,,,Absent,720,Angeline Cruickshank,0,0,Joy,6651506711,Joy6711
1073,Manhattan,2024-07-21,116,57,Present,720,Shawana Lewandowski,260,433,Mark,8490300210,Mar0210
1074,Brooklyn,2024-07-28,,,Absent,720,Vivian Piermarini,0,0,Jsun,5240021131,Jsu1131
1075,Queens,2024-07-28,,,Absent,720,Earlene Streight,0,0,Sharma,682283664,Sha3664
1076,Queens,2024-08-04,,,Absent,198,Jesica Rio,0,0,Sharma,4342078818,Sha8818
1077,Brooklyn,2024-06-02,26,46,Present,720,Mozella Raglin,247,319,Alex,9400027571,Ale7571
1078,Manhattan,2024-06-23,72,19,Present,720,Cleopatra Voltz,230,321,Yamil,9944610141,Yam0141
1079,Brooklyn,2024-06-09,4,0,Present,75,Keri Amy,9,13,Liz,4753664938,Liz4938
1080,Bronx,2024-06-23,,,Absent,720,Ivelisse Moats,0,0,Karen,8442738236,Kar8236
1081,Brooklyn,2024-07-14,23,24,Present,180,Josefina Hullinger,26,73,Natalie,5978178848,Nat8848
1082,Manhattan,2024-05-19,60,68,Present,360,Misha Lasso,131,259,Marjorie,7213488937,Mar8937
1083,Brooklyn,2024-08-04,10,7,Present,198,Janise Norling,-2,15,Maria Luiza,3454458706,Mar8706
1086,Brooklyn,2024-08-11,,,Absent,300,Leonel Vanduyn,0,0,Helen,8417027972,Hel7972
1087,Brooklyn,2024-08-04,,,Absent,144,Del Guilbert,0,0,Waldemar,114332264,Wal2264
1088,Brooklyn,2024-07-07,0,84,Present,720,Kathrine Armbruster,300,384,Laura,9965080533,Lau0533
1089,Manhattan,2024-07-07,12,58,Present,300,Magnolia Hice,28,98,Stephanie,9602512259,Ste2259
1090,Brooklyn,2024-06-23,142,32,Present,720,Keena Simpson,325,499,Jacques,4567984109,Jac4109
1091,Manhattan,2024-07-14,,,Absent,180,Adaline Dale,0,0,Toni,8474893452,Ton3452
1092,Manhattan,2024-07-07,8,18,Present,300,Sharell Godfrey,29,55,Felo,7364814999,Fel4999
1093,Manhattan,2024-07-07,,,Absent,300,Charlette Constable,0,0,Alex,4770940929,Ale0929
1094,Manhattan,2024-07-14,,,Absent,180,Katherin Kampf,0,0,Laura,6510966757,Lau6757
1095,Manhattan,2024-06-23,136,131,Present,720,Kurt Horan,283,550,Jeanine,2580270348,Jea0348
1096,Manhattan,2024-06-23,,,Absent,720,Carlee Crochet,0,0,Daniel,4828210321,Dan0321
1097,Manhattan,2024-07-14,,,Absent,180,Emogene Dundon,0,0,Gary,8454981424,Gar1424
1098,Manhattan,2024-07-14,,,Absent,300,Cory Hartgrove,0,0,David,9106033995,Dav3995
1099,Manhattan,2024-07-07,33,20,Present,300,Angie Garraway,15,68,Kaye,1390915309,Kay5309
1100,Manhattan,2024-06-09,7,8,Present,75,Kelvin Hooser,23,38,Lorena,9129395242,Lor5242
1101,Brooklyn,2024-07-07,38,14,Present,300,Rayna Heindel,27,79,Javier & Jorge,8735674250,Jav4250
1102,Brooklyn,2024-07-07,-8,17,Present,720,See Lebsock,63,72,Sarah,9722272583,Sar2583
1103,Manhattan,2024-07-07,,,Absent,720,Cristie Milne,0,0,Ivana,3055802151,Iva2151
1104,Manhattan,2024-06-23,150,120,Present,720,Willetta Rizzo,360,630,Jan,1818993510,Jan3510
1105,Manhattan,2024-07-07,52,39,Present,300,Buster Tietjen,59,150,Sara,2668698621,Sar8621
1106,Brooklyn,2024-07-07,,,Absent,300,Melissia Mendelsohn,0,0,Sarah,5908685855,Sar5855
1107,Manhattan,2024-06-23,,,Absent,720,Xavier Ravenscroft,0,0,Sunserae,9321883736,Sun3736
1108,Brooklyn,2024-06-23,,,Absent,720,Eda Ellenwood,0,0,Miryam,1433678799,Mir8799
1109,Brooklyn,2024-07-07,,,Absent,300,Claris Krawczyk,0,0,Jacques,9937213775,Jac3775
1110,Brooklyn,2024-07-07,,,Absent,300,Marx Beers,0,0,Ora & Scout,2752378038,Ora8038
1111,Brooklyn,2024-07-14,,,Absent,180,Vincent Vita,0,0,Ryan,1676109245,Rya9245
1112,Brooklyn,2024-06-23,66,106,Present,720,Marianela Meneses,309,481,Nicole Lavonne,6569937267,Nic7267
1113,Manhattan,2024-07-14,38,49,Present,300,Archie Alls,0,87,Rj,4905381189,Rj1189
1114,Queens,2024-07-14,7,1,Present,300,Lavada Ligon,8,16,Lloyd,1806382040,Llo2040
1115,Manhattan,2024-07-07,,,Absent,300,Wilber Wilburn,0,0,David,528771150,Dav1150
1116,Manhattan,2024-07-14,27,70,Present,720,Zoraida Zwilling,291,388,Cynthia,3195993910,Cyn3910
1117,Manhattan,2024-06-09,8,10,Present,75,Della Dunnington,30,48,Murch,7975072459,Mur2459
